transaction_id,order_date,ship_date,customer_id,product_sku,store_id,quantity,unit_price,gross_sales,discount_rate,discount_amount,net_sales,total_cost,shipping_cost,profit,profit_margin_pct,order_status_raw,order_status_clean_reference,payment_method_raw,payment_method_clean_reference,shipping_mode_raw,shipping_mode_clean_reference,promo_name_raw,sales_rep_raw,customer_rating,data_quality_note
TRX-004880,2025-12-06,2025-12-07,CUST-01665,SKU-0089,STR-057,5,1011.4,5056.99,0.05,252.85,4804.14,3681.78,23.36,1099.0,22.88,Complete,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Black Friday,Taylor Brooks,5,
TRX-008914,2025-09-30,2025-10-01,CUST-01378,SKU-0160,STR-081,1,603.03,603.03,0.0,0.0,603.03,498.01,34.13,70.89,11.76,Completed,Completed,Credit Card,Credit Card,1st Class,First Class,No Promo,Jamie Wilson,3,
TRX-001036,2025-01-29,2025-01-30,CUST-00995,SKU-0190,STR-050,1,379.56,379.56,0.08,30.36,349.2,300.01,29.66,19.53,5.59,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,Member Discount,Jamie Wilson,4,standardize_text
TRX-000428,2024-07-10,2024-07-17,CUST-01522,SKU-0020,STR-075,1,1046.13,1046.13,0.05,52.31,993.82,815.5,21.88,156.44,15.74,Completed,Completed,Cash,Cash,Standard,Standard,Summer Sale,Jordan Lewis,5,
TRX-011833,2024-06-02,2024-06-07,CUST-01513,SKU-0181,STR-071,1,587.48,587.48,0.0,0.0,587.48,365.47,18.74,203.27,34.6, Completed ,Completed,PayPal,PayPal,STD,Standard,No Promo,Morgan Clark,5,
TRX-003909,2025-10-01,2025-10-05,CUST-01948,SKU-0112,STR-011,3,833.56,2500.68,0.0,0.0,2500.68,1786.9,31.68,682.1,27.28, Completed ,Completed,paylater,Buy Now Pay Later, Standard ,Standard,No Promo,,4,possible_duplicate
TRX-011862,2025-03-05,2025-03-07,CUST-02507,SKU-0185,STR-079,2,255.12,510.24,0.0,0.0,510.24,356.35,36.77,117.12,22.95,done,Completed,Debit Card,Debit Card,First Class,First Class,No Promo,Riley Adams,3,
TRX-006302,2024-11-07,2024-11-10,CUST-00868,SKU-0110,STR-036,2,531.52,1063.04,0.05,53.15,1009.89,616.37,20.96,372.56,36.89,Completed,Completed,Cash,Cash,Standard,Standard,Black Friday,,4,
TRX-011162,2025-04-24,2025-04-25,CUST-01691,SKU-0116,STR-062,1,1125.1,1125.1,0.0,0.0,1125.1,879.68,23.35,222.07,19.74,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,Jamie Wilson,5,
TRX-005191,2024-06-20,2024-06-22,CUST-01651,SKU-0107,STR-079,2,656.77,1313.54,0.08,105.08,1208.46,877.05,23.34,308.07,25.49,Completed,Completed,Debit Card,Debit Card,Standard,Standard,Flash Sale,Alex Reed,4,
TRX-009378,2024-01-08,2024-01-11,CUST-00021,SKU-0032,STR-048,2,199.79,399.58,0.0,0.0,399.58,346.57,21.67,31.34,7.84,Completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,Alex Reed,5,trim_spaces
TRX-002297,2024-02-03,2024-02-04,CUST-00107,SKU-0032,STR-061,2,220.97,441.95,0.0,0.0,441.95,332.35,25.45,84.15,19.04,Done,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,Alex Reed,5,
TRX-001271,2024-02-16,2024-02-18,CUST-01251,SKU-0004,STR-007,2,1014.16,2028.31,0.0,0.0,2028.31,1293.2,33.32,701.79,34.6,Completed,Completed,Debit Card,Debit Card,Second Class,Second Class,No Promo,Riley Adams,4,trim_spaces
TRX-009674,2025-02-19,2025-02-23,CUST-01997,SKU-0006,STR-080,1,767.71,767.71,0.05,38.39,729.32,438.99,28.76,261.57,35.86,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,Weekend Deal,Alex Reed,4,
TRX-005242,2025-09-22,2025-09-25,CUST-01498,SKU-0031,STR-065,1,40.61,40.61,0.0,0.0,40.61,33.45,19.89,-12.73,-31.35,COMPLETED,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Alex Reed,1,
TRX-010777,2025-11-07,2025-11-11,CUST-00492,SKU-0082,STR-001,1,665.74,665.74,0.2,133.15,532.59,484.79,20.56,27.24,5.11, Completed ,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Black Friday,Jordan Lewis,4,
TRX-005756,2024-12-05,2024-12-06,CUST-02074,SKU-0180,STR-047,1,3334.54,3334.54,0.15,500.18,2834.36,1842.65,25.48,966.23,34.09,Completed,Completed,Debit Card,Debit Card,Second Class,Second Class,Black Friday,Riley Adams,4,
TRX-011917,2024-08-25,2024-08-29,CUST-01343,SKU-0039,STR-075,1,120.37,120.37,0.08,9.63,110.74,71.6,21.87,17.27,15.6,Completed,Completed,PayPal,PayPal,Standard,Standard,Weekend Deal,Casey Hill,2,
TRX-003141,2024-07-20,2024-07-22,CUST-02247,SKU-0040,STR-023,2,113.74,227.48,0.05,11.37,216.11,177.8,33.47,4.84,2.24,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,Clearance Sale,Morgan Clark,4,
TRX-010011,2025-07-13,2025-07-16,CUST-01438,SKU-0077,STR-038,2,105.51,211.01,0.05,10.55,200.46,151.23,23.72,25.51,12.73,completed,Completed,Credit Card,Credit Card,Standard,Standard,Clearance Sale,Riley Adams,1,
TRX-006390,2024-11-03,2024-11-06,CUST-00411,SKU-0013,STR-021,1,845.66,845.66,0.25,211.41,634.25,625.9,27.59,-19.24,-3.03,Completed,Completed,Credit Card,Credit Card, Second Class ,Second Class,Cyber Week,Alex Reed,5,trim_spaces
TRX-001593,2024-07-08,2024-07-11,CUST-01938,SKU-0158,STR-008,1,146.18,146.18,0.15,21.93,124.25,114.76,22.53,-13.04,-10.49,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Summer Sale,Morgan Clark,4,
TRX-002692,2024-12-08,2024-12-12,CUST-00128,SKU-0013,STR-004,1,798.19,798.19,0.25,199.55,598.64,646.03,35.93,-83.32,-13.92,Completed,Completed,PAYPAL,PayPal,First Class,First Class,Cyber Week,Jordan Lewis,5,
TRX-005882,2024-07-06,2024-07-08,CUST-00850,SKU-0046,STR-087,5,911.47,4557.35,0.1,455.74,4101.61,3215.36,29.58,856.67,20.89,Completed,Completed,PayPal,PayPal,Standard,Standard,Summer Sale,Jamie Wilson,1,
TRX-009113,2025-10-19,2025-10-21,CUST-00652,SKU-0176,STR-064,1,2073.75,2073.75,0.0,0.0,2073.75,1232.3,35.34,806.11,38.87,completed,Completed,Debit Card,Debit Card,First Class,First Class,No Promo,,1,
TRX-002895,2024-09-02,2024-09-07,CUST-02264,SKU-0003,STR-011,1,1678.12,1678.12,0.1,167.81,1510.31,1146.37,22.21,341.73,22.63,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Member Discount,Casey Hill,5,
TRX-010866,2025-09-29,2025-10-01,CUST-00592,SKU-0146,STR-005,1,284.85,284.85,0.0,0.0,284.85,224.17,36.03,24.65,8.65,Completed,Completed,Credit Card,Credit Card,First Class,First Class,No Promo,,4,standardize_text
TRX-007472,2024-12-29,2024-12-31,CUST-00073,SKU-0024,STR-005,1,543.87,543.87,0.1,54.39,489.48,443.48,21.14,24.86,5.08,Done,Completed,Debit Card,Debit Card,Standard,Standard,Cyber Week,Taylor Brooks,4,
TRX-002188,2025-08-20,2025-08-22,CUST-02596,SKU-0111,STR-041,1,796.33,796.33,0.03,23.89,772.44,618.13,27.33,126.98,16.44,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Flash Sale,Morgan Clark,5,possible_duplicate
TRX-005097,2024-08-27,2024-08-28,CUST-00531,SKU-0154,STR-076,1,582.06,582.06,0.0,0.0,582.06,405.95,27.13,148.98,25.6,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,,5,
TRX-007358,2024-11-04,2024-11-06,CUST-01057,SKU-0131,STR-040,3,400.79,1202.36,0.1,120.24,0.0,0.0,0.0,0.0,0.0,Cancelled,Cancelled,Debit Card,Debit Card,Standard,Standard,Holiday Deals,Jordan Lewis,4,
TRX-007956,2024-12-19,2024-12-21,CUST-02551,SKU-0079,STR-028,1,34.97,34.97,0.2,6.99,27.98,28.55,17.85,-18.42,-65.83,Completed,Completed,CASH,Cash,Standard,Standard,Cyber Week,Jamie Wilson,5,
TRX-001113,2024-11-03,2024-11-04,CUST-01408,SKU-0077,STR-079,1,102.49,102.49,0.05,5.12,97.37,75.6,33.76,-11.99,-12.31,COMPLETED,Completed,paypal,PayPal,first class,First Class,Cyber Week,,4,
TRX-011327,2024-12-27,2024-12-30,CUST-02253,SKU-0097,STR-031,3,699.26,2097.78,0.15,314.67,1783.11,1868.97,36.54,-122.4,-6.86,Completed,Completed,Cash,Cash,Second Class,Second Class,Cyber Week,,5,possible_duplicate
TRX-012305,2024-10-21,2024-10-23,CUST-01215,SKU-0082,STR-058,1,565.99,565.99,0.0,0.0,565.99,486.15,18.56,61.28,10.83,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,Jordan Lewis,5,
TRX-001690,2025-04-29,2025-05-06,CUST-00049,SKU-0174,STR-010,4,1875.56,7502.26,0.0,0.0,7502.26,5392.17,28.06,2082.03,27.75,COMPLETED,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Jordan Lewis,4,
TRX-009570,2024-09-14,2024-09-16,CUST-00628,SKU-0162,STR-089,5,2221.85,11109.25,0.0,0.0,11109.25,7030.85,71.0,4007.4,36.07,Completed,Completed,Credit Card,Credit Card,Same Day,Same Day,No Promo,Taylor Brooks,4,
TRX-001171,2024-09-29,2024-10-02,CUST-01079,SKU-0100,STR-064,1,713.49,713.49,0.0,0.0,713.49,458.22,20.49,234.78,32.91,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Casey Hill,3,
TRX-008956,2024-09-11,2024-09-13,CUST-00869,SKU-0128,STR-015,1,2593.24,2593.24,0.0,0.0,2593.24,1684.29,28.33,880.62,33.96,done,Completed,Cash,Cash,Second Class,Second Class,No Promo,Riley Adams,1,
TRX-006915,2025-03-11,2025-03-13,CUST-02097,SKU-0100,STR-043,1,701.48,701.48,0.03,21.04,680.44,472.23,45.36,162.85,23.93,Complete,Completed,Pay Later,Buy Now Pay Later,Same Day,Same Day,Flash Sale,Morgan Clark,4,
TRX-009320,2025-07-30,2025-08-04,CUST-01305,SKU-0146,STR-014,1,280.56,280.56,0.05,14.03,266.53,225.31,30.5,10.72,4.02,done,Completed,Cash,Cash,Second Class,Second Class,Summer Sale,Taylor Brooks,3,
TRX-011026,2025-06-14,2025-06-15,CUST-01810,SKU-0057,STR-010,1,216.79,216.79,0.0,0.0,216.79,147.05,21.13,48.61,22.42,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Jordan Lewis,5,
TRX-004294,2024-12-26,2024-12-31,CUST-01816,SKU-0017,STR-040,3,565.39,1696.18,0.2,339.24,1356.94,988.51,33.72,334.71,24.67,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,Holiday Deals,Alex Reed,3,
TRX-008241,2024-04-30,2024-05-07,CUST-01176,SKU-0175,STR-071,2,846.11,1692.22,0.08,135.38,1556.84,1352.01,33.39,171.44,11.01,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,Weekend Deal,Alex Reed,4,
TRX-006314,2025-09-27,2025-09-30,CUST-00673,SKU-0065,STR-031,2,316.21,632.42,0.0,0.0,632.42,389.75,34.46,208.21,32.92,Completed,Completed,PayPal,PayPal,First Class,First Class,No Promo,,3,
TRX-009197,2025-05-16,2025-05-17,CUST-00604,SKU-0004,STR-072,1,1155.66,1155.66,0.0,0.0,1155.66,632.68,22.23,500.75,43.33,Completed,Completed,Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Morgan Clark,4,standardize_text
TRX-004973,2024-10-15,2024-10-17,CUST-00474,SKU-0152,STR-006,1,547.55,547.55,0.0,0.0,547.55,417.8,22.06,107.69,19.67,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later, Standard ,Standard,No Promo,Riley Adams,4,trim_spaces
TRX-010484,2025-12-01,2025-12-04,CUST-01164,SKU-0029,STR-051,2,539.35,1078.7,0.1,107.87,970.83,753.46,25.63,191.74,19.75,Complete,Completed,Credit Card,Credit Card,Second Class,Second Class,Black Friday,,5,
TRX-007146,2024-08-27,2024-09-03,CUST-01756,SKU-0013,STR-009,5,865.77,4328.85,0.08,346.31,3982.54,3147.09,46.45,789.0,19.81,Completed,Completed,Debit Card,Debit Card,Second Class,Second Class,Flash Sale,Morgan Clark,4,
TRX-004714,2024-12-05,2024-12-07,CUST-01028,SKU-0151,STR-060,1,501.76,501.76,0.15,75.26,426.5,390.42,18.02,18.06,4.23,Completed,Completed,Cash,Cash,Standard,Standard,Black Friday,Casey Hill,5,
TRX-012085,2025-02-20,2025-02-27,CUST-01218,SKU-0048,STR-016,1,1181.31,1181.31,0.1,118.13,1063.18,983.93,36.25,43.0,4.04,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,Member Discount,Jordan Lewis,4,
TRX-000448,2024-04-30,2024-05-04,CUST-00432,SKU-0020,STR-017,1,1032.7,1032.7,0.0,0.0,1032.7,787.54,22.32,222.84,21.58,Completed,Completed,Bank Transfer,Bank Transfer,standard,Standard,No Promo,Jamie Wilson,5,
TRX-007270,2025-08-09,2025-08-11,CUST-01435,SKU-0034,STR-008,2,199.53,399.06,0.0,0.0,-399.06,-205.88,21.34,-246.44,0.0,Retured,Returned,Cash,Cash,standard,Standard,No Promo,Casey Hill,5,trim_spaces
TRX-004338,2024-04-23,2024-04-27,CUST-01148,SKU-0179,STR-073,1,2608.68,2608.68,0.0,0.0,2608.68,1859.59,26.82,722.27,27.69,Completed,Completed,CASH,Cash,second class,Second Class,No Promo,,1,
TRX-007549,2025-09-11,2025-09-13,CUST-02419,SKU-0064,STR-049,4,282.13,1128.53,0.0,0.0,1128.53,717.21,35.02,376.3,33.34,Completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,Jamie Wilson,5,
TRX-012209,2025-01-07,2025-01-08,CUST-01179,SKU-0045,STR-071,1,1029.69,1029.69,0.0,0.0,1029.69,714.17,28.46,287.06,27.88,Done,Completed,Credit Card,Credit Card, Second Class ,Second Class,No Promo,Jamie Wilson,4,
TRX-001504,2024-04-20,2024-04-21,CUST-02552,SKU-0101,STR-041,1,290.74,290.74,0.0,0.0,290.74,171.68,31.31,87.75,30.18,Completed,Completed,Debit Card,Debit Card,First Class,First Class,No Promo,Casey Hill,4,check_status
TRX-006869,2025-10-29,2025-11-01,CUST-00117,SKU-0059,STR-081,1,221.57,221.57,0.0,0.0,221.57,133.01,27.05,61.51,27.76,Complete,Completed,bank transfer,Bank Transfer,Second Class,Second Class,No Promo,Taylor Brooks,4,
TRX-010239,2024-02-11,2024-02-15,CUST-01246,SKU-0100,STR-031,2,689.71,1379.42,0.0,0.0,1379.42,912.27,26.15,441.0,31.97,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,Riley Adams,4,
TRX-006613,2025-12-21,2025-12-28,CUST-01596,SKU-0147,STR-007,1,382.04,382.04,0.25,95.51,286.53,207.06,27.91,51.56,17.99,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Cyber Week,Taylor Brooks,5,
TRX-004287,2025-12-15,2025-12-17,CUST-00629,SKU-0014,STR-079,2,1104.18,2208.35,0.15,331.25,-1877.1,-1198.92,36.81,-865.16,0.0,Returned,Returned,PayPal,PayPal,First Class,First Class,Cyber Week,Morgan Clark,4,trim_spaces
TRX-003987,2024-07-13,2024-07-15,CUST-01172,SKU-0089,STR-066,2,901.41,1802.82,0.15,270.42,1532.4,1412.89,27.98,91.53,5.97,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,Clearance Sale,Riley Adams,1,duplicate_transaction_id
TRX-002838,2024-06-17,2024-06-18,CUST-00910,SKU-0026,STR-081,1,525.19,525.19,0.0,0.0,525.19,356.57,21.44,147.18,28.02,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Jordan Lewis,3,
TRX-004042,2024-11-11,2024-11-13,CUST-02084,SKU-0042,STR-076,2,742.09,1484.18,0.05,74.21,1409.97,992.11,28.38,389.48,27.62,Done,Completed,PayPal,PayPal,Second Class,Second Class,Holiday Deals,Riley Adams,5,
TRX-001854,2024-09-21,2024-09-25,CUST-00364,SKU-0060,STR-013,1,478.74,478.74,0.0,0.0,478.74,337.18,35.14,106.42,22.23,completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,Casey Hill,2,
TRX-008494,2025-06-18,2025-06-22,CUST-01706,SKU-0198,STR-083,3,131.65,394.94,0.0,0.0,394.94,301.22,38.03,55.69,14.1,COMPLETED,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,Casey Hill,4,
TRX-002175,2024-12-15,2024-12-17,CUST-00124,SKU-0095,STR-074,1,875.04,875.04,0.2,175.01,700.03,491.12,27.58,181.33,25.9,Completed,Completed,cash,Cash,Second Class,Second Class,Holiday Deals,Morgan Clark,5,
TRX-002539,2024-10-31,2024-11-01,CUST-00997,SKU-0071,STR-021,3,157.95,473.86,0.0,0.0,473.86,393.12,27.53,53.21,11.23,Completed,Completed,Credit Card,Credit Card,standard,Standard,No Promo,Jordan Lewis,3,
TRX-012360,2025-11-25,2025-12-02,CUST-02283,SKU-0099,STR-085,1,829.22,829.22,0.15,124.38,704.84,605.93,45.68,53.23,7.55,completed,Completed,Debit Card,Debit Card,Same Day,Same Day,Cyber Week,Riley Adams,4,
TRX-001128,2025-08-28,2025-08-30,CUST-02372,SKU-0025,STR-076,1,251.97,251.97,0.0,0.0,251.97,182.81,35.29,33.87,13.44,Completed,Completed,PayPal,PayPal,First Class,First Class,No Promo,Casey Hill,5,
TRX-008371,2025-12-05,2025-12-09,CUST-02371,SKU-0093,STR-086,1,60.44,60.44,0.25,15.11,45.33,45.51,17.91,-18.09,-39.91,Completed,Completed,Credit Card,Credit Card,Standard,Standard, Holiday Deals ,Jamie Wilson,5,
TRX-008382,2025-11-02,2025-11-09,CUST-00300,SKU-0138,STR-052,5,1424.68,7123.39,0.1,712.34,6411.05,6071.02,29.5,310.53,4.84,Completed,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,Holiday Deals,Casey Hill,4,
TRX-003792,2024-12-11,2024-12-15,CUST-01162,SKU-0171,STR-004,1,2581.47,2581.47,0.25,645.37,1936.1,2105.03,19.94,-188.87,-9.76,Completed,Completed,PayPal,PayPal,Standard,Standard,Cyber Week,Taylor Brooks,3,
TRX-010138,2024-02-21,2024-02-24,CUST-01577,SKU-0192,STR-002,1,262.36,262.36,0.05,13.12,249.24,136.27,21.36,91.61,36.76,Completed,Completed,Debit,Debit Card,standard,Standard,Member Discount,Alex Reed,5,possible_duplicate
TRX-010725,2025-12-21,2025-12-24,CUST-00017,SKU-0009,STR-066,1,859.82,859.82,0.05,42.99,816.83,543.86,19.35,253.62,31.05,Done,Completed,Credit Card,Credit Card,Standard,Standard,Cyber Week,Morgan Clark,4,
TRX-010860,2024-12-18,2024-12-19,CUST-01628,SKU-0152,STR-047,3,583.22,1749.66,0.25,437.42,1312.24,1202.62,42.87,66.75,5.09,Completed,Completed,Credit Card,Credit Card,1st Class,First Class,Cyber Week,Riley Adams,4,
TRX-005853,2025-12-09,2025-12-14,CUST-01365,SKU-0035,STR-079,1,71.78,71.78,0.25,17.95,53.83,59.34,19.23,-24.74,-45.96,Completed,Completed,PayPal,PayPal, Standard ,Standard,Black Friday,Jamie Wilson,2,
TRX-012312,2025-08-18,2025-08-25,CUST-01931,SKU-0169,STR-074,1,1497.19,1497.19,0.0,0.0,1497.19,1083.51,19.85,393.83,26.3,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Morgan Clark,2,
TRX-001883,2024-11-16,2024-11-19,CUST-02295,SKU-0148,STR-085,2,518.31,1036.62,0.1,103.66,932.96,650.04,20.87,262.05,28.09,Completed,Completed,PayPal,PayPal,standard,Standard,Black Friday,Riley Adams,4,
TRX-010488,2024-04-03,2024-04-06,CUST-00341,SKU-0062,STR-027,1,316.26,316.26,0.0,0.0,316.26,225.0,34.16,57.1,18.05,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,Riley Adams,5,
TRX-010000,2025-11-14,2025-11-18,CUST-00345,SKU-0066,STR-023,1,147.28,147.28,0.25,36.82,110.46,94.96,20.04,-4.54,-4.11,Completed,Completed,Debit Card,Debit Card,Standard,Standard,Holiday Deals,Taylor Brooks,4,
TRX-001111,2025-10-13,2025-10-17,CUST-00254,SKU-0054,STR-053,1,1166.12,1166.12,0.0,0.0,1166.12,847.21,17.44,301.47,25.85,Completed,Completed,cash,Cash,Standard,Standard,No Promo,Riley Adams,5,
TRX-002659,2024-09-16,2024-09-19,CUST-01765,SKU-0051,STR-034,3,935.8,2807.4,0.0,0.0,2807.4,1647.29,31.65,1128.46,40.2,Completed,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,,5,possible_duplicate
TRX-010469,2024-09-14,2024-09-17,CUST-01285,SKU-0109,STR-044,1,399.97,399.97,0.03,12.0,387.97,303.55,20.69,63.73,16.43,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Weekend Deal,Morgan Clark,5,standardize_text
TRX-011557,2024-11-20,2024-11-27,CUST-00966,SKU-0101,STR-023,2,268.65,537.31,0.1,53.73,483.58,345.45,23.54,114.59,23.7,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Holiday Deals,Alex Reed,3,standardize_text
TRX-008191,2024-12-03,2024-12-04,CUST-00182,SKU-0050,STR-048,3,1530.86,4592.57,0.25,1148.14,3444.43,2946.93,26.2,471.3,13.68,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Cyber Week,Taylor Brooks,3,
TRX-002437,2024-01-08,2024-01-12,CUST-01084,SKU-0145,STR-051,1,323.02,323.02,0.0,0.0,323.02,233.42,26.0,63.6,19.69,Done,Completed,Bank Transfer,Bank Transfer, Second Class ,Second Class,No Promo,Jordan Lewis,5,
TRX-007886,2025-09-10,2025-09-15,CUST-01068,SKU-0092,STR-027,1,307.55,307.55,0.0,0.0,307.55,197.09,19.67,90.79,29.52,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Casey Hill,4,
TRX-006729,2024-12-25,2024-12-26,CUST-00674,SKU-0131,STR-068,2,414.96,829.92,0.1,82.99,746.93,578.01,23.07,145.85,19.53,Complete,Completed,Cash,Cash,Standard,Standard,Holiday Deals,Morgan Clark,4,
TRX-012373,2025-11-28,2025-12-05,CUST-02175,SKU-0109,STR-030,1,377.03,377.03,0.25,94.26,282.77,295.32,19.83,-32.38,-11.45,Completed,Completed,Cash,Cash,Standard,Standard,Cyber Week,Casey Hill,4,
TRX-008385,2024-11-19,2024-11-22,CUST-02131,SKU-0091,STR-033,1,879.42,879.42,0.05,43.97,835.45,678.58,24.62,132.25,15.83,COMPLETED,Completed,Cash,Cash,Second Class,Second Class,Holiday Deals,Morgan Clark,1,possible_duplicate
TRX-000423,2024-10-09,2024-10-10,CUST-01613,SKU-0169,STR-039,1,1684.68,1684.68,0.03,50.54,0.0,0.0,0.0,0.0,0.0,Cancelled,Cancelled,PayPal,PayPal,Standard,Standard,Flash Sale,Jordan Lewis,5,
TRX-008290,2025-01-07,2025-01-12,CUST-02246,SKU-0164,STR-087,6,2018.14,12108.87,0.1,1210.89,10897.98,8005.01,42.57,2850.4,26.16,Completed,Completed,Debit Card,Debit Card,Second Class,Second Class,Flash Sale,,5,
TRX-001475,2024-07-01,2024-07-04,CUST-01129,SKU-0006,STR-013,2,773.09,1546.18,0.1,154.62,1391.56,936.63,42.5,412.43,29.64,Done,Completed,debit,Debit Card,First Class,First Class,Summer Sale,Riley Adams,5,
TRX-012090,2025-11-17,2025-11-19,CUST-01588,SKU-0050,STR-006,1,1705.45,1705.45,0.05,85.27,1620.18,1040.9,22.05,557.23,34.39,Completed,Completed,Debit Card,Debit Card,Standard,Standard,Cyber Week,Morgan Clark,3,standardize_text
TRX-003507,2025-11-07,2025-11-11,CUST-00663,SKU-0057,STR-031,1,224.31,224.31,0.25,56.08,168.23,142.21,21.23,4.79,2.85,Completed,Completed,Cash,Cash, Standard ,Standard,cyber week,Jordan Lewis,3,
TRX-007611,2024-08-05,2024-08-10,CUST-01866,SKU-0094,STR-012,1,791.77,791.77,0.03,23.75,768.02,513.49,22.33,232.2,30.23,Completed,Completed,Wire Transfer,Bank Transfer,standard,Standard,flash sale,Jordan Lewis,2,
TRX-000692,2025-05-04,2025-05-08,CUST-00826,SKU-0087,STR-077,1,2247.79,2247.79,0.0,0.0,2247.79,1598.53,29.11,620.15,27.59,Completed,Completed,Debit Card,Debit Card,Second Class,Second Class,No Promo,Taylor Brooks,4,possible_duplicate
TRX-000049,2024-12-15,2024-12-19,CUST-01645,SKU-0001,STR-028,1,861.22,861.22,0.25,215.31,645.91,666.82,24.47,-45.38,-7.03,Complete,Completed,PayPal,PayPal,Second Class,Second Class,Black Friday,Taylor Brooks,5,possible_duplicate
TRX-003766,2024-09-21,2024-09-28,CUST-01307,SKU-0183,STR-038,1,290.56,290.56,0.0,0.0,290.56,184.12,34.27,72.17,24.84,Completed,Completed,Debit Card,Debit Card,First Class,First Class,no promo,Morgan Clark,4,
TRX-010641,2025-09-14,2025-09-18,CUST-00688,SKU-0196,STR-016,1,93.34,93.34,0.05,4.67,88.67,62.97,21.12,4.58,5.17,Complete,Completed, Credit Card ,Credit Card,Standard,Standard,Member Discount,,5,
TRX-001004,2024-08-29,2024-09-05,CUST-00589,SKU-0071,STR-054,2,169.82,339.64,0.0,0.0,339.64,259.13,21.14,59.37,17.48,Completed,Completed,cash,Cash,Standard,Standard,No Promo,Casey Hill,4,
TRX-011701,2024-10-27,2024-10-30,CUST-00674,SKU-0087,STR-070,1,2588.53,2588.53,0.0,0.0,2588.53,1573.09,35.67,979.77,37.85,Completed,Completed,PayPal,PayPal,First Class,First Class,No Promo,Morgan Clark,4,
TRX-005144,2024-06-14,2024-06-19,CUST-01602,SKU-0085,STR-009,1,1538.39,1538.39,0.1,153.84,1384.55,1042.39,36.67,305.49,22.06,Completed,Completed,Debit Card,Debit Card,First Class,First Class,Weekend Deal,Taylor Brooks,3,
TRX-003361,2025-12-28,2025-12-31,CUST-00341,SKU-0139,STR-060,1,1304.17,1304.17,0.15,195.63,1108.54,944.78,28.69,135.07,12.18,COMPLETED,Completed,Bank Transfer,Bank Transfer,First Class,First Class,Black Friday,Jordan Lewis,4,
TRX-008273,2024-07-03,2024-07-07,CUST-01263,SKU-0001,STR-017,3,821.32,2463.95,0.1,246.39,2217.56,1983.75,32.63,201.18,9.07,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard, Summer Sale ,Riley Adams,2,
TRX-000280,2025-03-30,2025-04-03,CUST-00357,SKU-0046,STR-014,1,1055.12,1055.12,0.1,105.51,949.61,639.75,22.55,287.31,30.26,Completed,Completed,paypal,PayPal,Standard,Standard,Weekend Deal,Riley Adams,3,
TRX-006087,2025-11-13,2025-11-14,CUST-02288,SKU-0016,STR-080,1,1043.49,1043.49,0.1,104.35,939.14,764.57,22.05,152.52,16.24,Completed,Completed,PAYPAL,PayPal,Standard,Standard,Holiday Deals,Alex Reed,4,
TRX-003947,2024-11-06,2024-11-13,CUST-02569,SKU-0014,STR-021,4,1049.57,4198.27,0.2,839.65,3358.62,3503.54,25.46,-170.38,-5.07,Completed,Completed,PayPal,PayPal,Standard,Standard,Cyber Week,Taylor Brooks,4,
